question,subject,choices,answer,c,a,b,sol,d,the,ca,e,.,solution,options,option,is,isn,are,',{',"{""",cannot,can,output,none,or,single,Unnamed: 28,letter,ac,ad,?,ab,either,choice,ba,not,Ñ,f,g,'},all,bd,abc,an,4,cd,artic,considered,accepted,held,regarded,valid,recognized,art,aa,social,Ð°,peace,pe,},that,which,",",among,without,from,based,when,wrong,clos,1,global,**,cho,correct,specific,ref,(,ach,false,band,cur,curities,cury,curr,curity,curb,ur,curs,bur,commercial,incorrect,input,energy,task,agents,}',both,{,possibly,aan,bc,da,impl,bad,\,and,non,bb,nations,"""",what,'',â,dd,co,to
"Threats to IT systems can be classified in many ways; in this chapter three different categories of threat are listed. According to this classification, which of the following would be classified as a 'Failure'?",security_studies,"['Security systems were not adequate to protect the system against attack from a hacking group, and sensitive data was lost.'
 'There is a programming error in the software which causes the system to perform badly.'
 'All of these options.'
 'The IT system has failed due to a random unexpected event, such as a tsunami which destroys key electronic equipment.']",1,0.0001583567842318,7.48024482707615e-05,0.999340611654681,2.14312602464594e-05,0.0002304077615039,,,7.884120043067232e-06,,1.4729475398370717e-05,,,,,,,,,,,,,,,,,,,5.418671178301127e-06,,,,5.418671178301127e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.781960530975164e-06,,,,,,,,,,,,
Which of the following reasons might influence a state's decision to join an alliance such as NATO?,security_studies,"['More powerful states may also create alliances in order to extend their protective umbrella over weaker friendly states.'
 'States may seek to join an alliance if they believe that their own resources are inadequate to maintain their sovereignty and security.'
 'An alliance can become attractive to states when a potential hegemonic power threatens the other states in that system.'
 'All of these options.']",3,3.119708283208731e-05,2.429631253917308e-05,3.535092615137738e-05,3.119708283208731e-05,0.9998157049576748,,,3.119708283208731e-05,3.288148339094253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the 'security dilemma' that faces weak states?,security_studies,"['The inability of the state to provide stability creates a situation wherein each component of society competes to preserve its well-being thereby engendering insecurity. The condition is self-perpetuating - a semi-permanent situation of emergent anarchy because measures to secure the regime will provoke greater resistance.'
 'The weak state insecurity dilemma is primarily an external condition creating a situation for the weak state similar to structural anarchy, wherein a weak state creates insecurity in the region when taking measures to improve its own regional standing.'
 ""The weak state insecurity dilemma emerges out of competition between each component of society to preserve and protect the longevity of their well-being and interests. However, the ruling elite remain separate from the social sphere of contestation producing a policy dilemma; use of the monopoly of instruments of violence to restore order will reduce the regime's infrastructural core.""
 ""Weak state insecurity dilemmas are born out of a lack of political and institutional centring with a monopoly of force. However, the engagement of armed forces to strengthen institutions may stop this process. Inability to foster 'stateness' is reversed by the use of violence. Social disquiet is a semi-permanent situation of emergent but not developed anarchy.""]",0,0.0087511036203454,0.0099162995300219,0.892722795917853,0.0002642605574012,0.0830281792218961,0.0003844966588986,,0.0028410673824537,,,,,,,,,,,,,0.0004356917942403,0.000813979433276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following does not constitute a fundamental ontological principle of social constructivism?,security_studies,"['Normative or ideational structures are important and matter as much as, if not more than, material structures.'
 'Identities are important.'
 'Anarchy is an inescapable feature of the international system.'
 'Agents and structures are mutually constituted.']",2,0.9993596883747988,4.0038483479571305e-05,3.533383765490617e-05,0.0001794400338033,0.0002610837086226,,,,,,,,,,,,,,,,1.8912840418223164e-05,,,,,,,,,,,,,,,,,,,,,1.2998592450929347e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical materialism is founded on the ideas and philosophies of which theorists?,security_studies,"['Barry Buzan and Ole Waever' 'Kenneth Waltz and Hans Morgenthau'
 'Karl Marx and Friedrich Engels' 'Adam Smith and Karl Marx']",2,0.9999275696449598,,6.143608846485328e-06,1.3006020030071217e-05,2.753374461972554e-05,,,,,2.902035332203476e-06,,,,,,,,,,,,,,,,,,,,,,1.9945377704960468e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What internal security policy options are available to elites?,security_studies,"['Elites create negative inducements for non support of the regime. Redistribution as a means of denial to the power structure in the form of ""elite disenfranchisement"" which may include diversion of resources, disarmament and denial of access to commercial activity routes.'
 'Lacking infrastructural capacity and wider social legitimacy, weak state elites are often forced to rely on coercive power. However, a key dilemma is that the instruments of violence can be a threat to the regime requiring the deliberate undermining of armed forces.'
 'Elites attempt to foster a new politics of identity in which ethnic consciousness is superseded by ideologies orientated around the myth of the regime.'
 'Weak states have cultivated international sponsorship and have initiated processes of democratic reform so as to gain popular legitimacy internally whilst bolstering its international legitimacy externally.']",1,0.9971680285928476,,0.0012651304862166,,9.15436070519366e-06,,,,,,,,,,,4.648967967846876e-05,,,,,,,,,0.0010580997278722,,,,,,,,,,,,,0.0003435146873649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8197416085210663e-05,1.3319516232375e-05,,,,,,,,,,
Are strategies of Arms Control and Deterrence useful in cyber-security?,security_studies,"['No, arms control does not serve any purpose outside the realm of traditional military weapons.'
 'Yes, successful policies of arms control and deterrence have translated well from other security realms, such as nuclear weapons control strategies.'
 'Effective deterrence requires international cooperation which is achievable in theory, but the verification required for traditional arms control strategies is impossible in cyber(ed) warfare.'
 'Only arms control is unproblematic, deterrence has failed because international cooperation cannot be reached and common rules or practices cannot be established.']",2,1.8923557247338237e-05,6.9615876651265865e-06,0.9999019587343604,8.938855502522407e-06,1.4737681202723574e-05,,,,,2.5610249799127744e-06,,,,,,,,,,,3.7262693583958382e-06,,,,3.288421166980215e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways does the perspective on terrorism influence the response a government will take?,security_studies,"['Within the disease prescription, reform packages become part of the government response to reduce the appeal of the terrorist group within the population. However, reforms may encourage terrorists to continue their violent activities because they are being rewarded. Under these conditions reforms may become concessions that fuel the violence rather than a mechanism for ending it. It is also clear that reforms may not eliminate the presence of terrorism.'
 'Contemporary responses to terrorism have been taken within the context of the war on terror analogy, in which the norms of retaliation and punishment prevail. Implicit within this view is the justification for pre-emptive action taken against training facilities, headquarters, sources of funding, and even the assassination of key individuals.'
 'Whilst the warfare analogy presumes deterrence at times, deterrence is more central to a justice system. The extent of pre-emption available in a normal criminal context is the detention of suspects or judicial harassment.'
 'All of these options. Responses to terrorist attacks vary either explicitly or implicitly, if warfare is seen as warfare, crime, or disease.']",3,0.0001087376335496,0.0004873282638137,0.0007090584399497,4.0002339864537766e-05,0.9984284342404652,,,0.0001087376335496,4.0002339864537766e-05,,7.4415944194626835e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0114175442593824e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the period of academic institutionalization be assessed?,security_studies,"['The distinct phenomenon of strategic studies emerged as an imported American specialty. It emerged in the US and was exported to Europe. European security studies was ""theory has already been done"" kind of work.'
 ""The think tanks became routine producers of narrow technical problem-solving succumbing to 'hectic empiricism': the internal logic of its key contribution (deterrence) broke down.""
 'Peace research developed on a parallel but separate track, and particularly the distinct critical branch was seen neither by its representatives nor by security studies as part of the latter.'
 'All of these options.']",3,2.143986655832538e-05,4.005494402547768e-05,0.0001088806264844,3.119482177292331e-05,0.9997445391030874,,,1.6697384864570232e-05,1.147593360126577e-05,,,,,,,,,,,,,,,,,,,,2.259745309957342e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.901570413226146e-06,,,,,,,,,,,,,,,,,,,,
In what ways may the security dimensions of infectious disease be considered in the national security framework?,security_studies,"['The physical health of armed forces is a paramount concern within the traditional security paradigm, and the threat of disease is exacerbated by the physical and sociological conditions under which military personal operate, particularly during combat.'
 'The innate human fear of microbes makes them particularly amenable to being portrayed not just as important health issues, but as national-security threats as well.'
 'Diseases that traditionally affect certain regions of the world, due to their epidemiologic nature or for socio-economic reasons, are increasingly perceived by national governments as potential threats as a result of globalisation.'
 'All of these options.']",3,2.14403777306711e-05,3.119556552429773e-05,4.538928001201274e-05,3.119556552429773e-05,0.9997653319944948,,,6.604101273318007e-05,4.221860695957143e-06,4.783994916687472e-06,,2.9016395928803365e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
