question,subject,choices,answer,c,d,b,3,a,Ñ,e,cd,4,bc,2,ba,dd,Ð°,choice,1,option,bd,f,mult,g,bcd,bs,band,ad,v,ac,ab,res,sol,in,r,dig,ph,'b,h,hyp,bx,af,tn,Î±,diff,par,her,90,ha,i,none,abc,pc,no,act,car,fil,normal,s,all,dt,n,cc,0,clo,ar,bb,se,aa,salt,bf,cl,m,an
"A 10-year-old boy is brought for a follow-up examination 2 days after he was seen in the emergency department because of hives, hoarseness, and light-headedness. His symptoms began 15 minutes after he was stung by a bee and lasted approximately 60 minutes; they resolved before he was treated. He has been stung by bees three times over the past year, and each reaction has been more severe. Examination shows no abnormalities. Which of the following is the most appropriate recommendation to prevent future morbidity and mortality from this condition?",professional_medicine,"['Avoid areas known to have bees'
 'Avoid wearing colorful clothing outside'
 'Carrying diphenhydramine tablets' 'Carrying self-injectable epinephrine']",3,1.01297554759207e-05,0.9999685677082244,5.422067386589378e-06,,5.3564393723387735e-06,,1.8738163486544928e-06,,4.784957674270079e-06,,,,,,,,,,2.1023636772521837e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 25-year-old man is brought to the emergency department after being discovered semiconscious and incoherent at home. On arrival, he is stuporous. His blood pressure is 105/70 mm Hg, pulse is 80/min, and respirations are 12/min. Examination shows cool, damp skin. The pupils are pinpoint and react sluggishly to light. Which of the following is the most likely substance taken?",professional_medicine,['Alcohol' 'Barbiturates' 'Cocaine' 'Heroin'],3,6.605001971865911e-05,0.9999028021469372,1.6700060288561303e-05,,1.028290082208656e-05,,1.9945377704960468e-06,,1.2097483097607322e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1252422841727347e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 52-year-old female presents to the office with the complaint of greenish discharge from her left nipple. There is no history of trauma or fever, and the patient is not currently using oral contraceptives nor is she on hormone replacement therapy. Her last pregnancy was approximately 20Â years ago. Physical examination findings are normal except for the green discharge. The most likely cause of this patient's presenting complaint is",professional_medicine,"['breast cancer' 'fibrocystic disease' 'mammary duct ectasia'
 'pituitary adenoma']",2,0.9998650774116636,8.480634540094802e-05,4.005968102760963e-05,2.726095505898333e-06,2.560929728718005e-06,3.927312936397413e-07,5.368000328330656e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.042769629620845e-07,
"A 15-year-old boy is brought to the office by his mother because he has been tired and irritable for the past 3 months. He is a high school freshman and a member of the track team. He reports that his symptoms began shortly after starting spring training. He practices sprints 5 nights a week and runs 2 to 5 miles several days a week in addition to leg training with weights. He admits to being tired and says the training is becoming more intense and that he is a little concerned about his ability to continue on the team. His appetite has been unchanged. Medical history is unremarkable and he takes no medications. He has been your patient for the past 3 years. He seems more sullen than you remember from previous visits. You ask his mother to leave the examining room while you complete the physical examination. After she leaves the room, he admits that he is worried about some lumps in his groin. It is most appropriate to obtain additional history regarding which of the following?",professional_medicine,['Fever and chills' 'Mood symptoms' 'School performance' 'Sexual activity'],3,3.592687728376516e-05,0.999944584515336,2.726316498473081e-06,,3.204411372365088e-06,,5.42192777445381e-06,,2.726316498473081e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An 18-year-old primigravid woman comes for her initial prenatal visit at 16 weeks' gestation. She is not sure about the date of her last menstrual period but says that the pregnancy probably occurred immediately after she stopped taking oral contraceptives 5 months ago. Maternal serum Î±-fetoprotein (MSAFP) concentration is increased to 3 multiples of the median. Which of the following is the most appropriate next step in management?,professional_medicine,"['Repeat measurement of MSAFP concentration'
 'Triple screening for MSAFP, serum Î²-hCG, and serum estriol concentrations'
 'Ultrasonography'
 'Amniocentesis for measurement of Î±-fetoprotein concentration']",2,0.9999523402391012,3.120130788180609e-05,6.1439018035682605e-06,7.337844291394095e-07,4.8205894488139935e-06,7.337844291394095e-07,2.699442057321118e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 25-year-old woman comes to the office because of a 6-month history of increasingly severe low back pain and heavy menses. Her temperature is 37.1Â°C (98.8Â°F), pulse is 75/min, respirations are 13/min, and blood pressure is 115/79 mm Hg. Physical examination shows no abnormalities. An endometrial biopsy specimen shows regular tubular endometrial glands with abundant mitotic figures in the endometrial glands and stroma. Which of the following proteins or enzymes regulate the progression of cells into this phase of this patient's menstrual cycle?",professional_medicine,"['AMP-dependent kinases' 'Cyclin-dependent kinases' 'Hexokinases'
 'Lipid kinases']",1,0.0007096412349504,1.2997538797615274e-05,0.9992532861905276,3.687117949087748e-07,3.964025368926119e-06,,,,,2.4043029221323737e-06,3.087186061434576e-06,,,,,,,,,,,6.535572943343415e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 63-year-old woman comes to the physician 1 day after the sudden onset of pain and swelling of her right knee. She has had no injury. Her medications include occasional ibuprofen for mild osteoarthritis of both knees. Her temperature is 37Â°C (98.6Â°F), pulse is 97/min, respirations are 19/min, and blood pressure is 129/79 mm Hg. Examination of the right knee shows warmth, erythema, and effusion. Exquisite tenderness is produced with minimal range-of-motion testing. Examination of synovial fluid obtained via joint aspiration shows that it is clear, with positively birefringent rhomboids observed under polarized light microscopy. Deposition of which of the following substances is the most likely cause of these findings?",professional_medicine,"['Ammonium urate' 'Calcium oxalate' 'Calcium pyrophosphate'
 'Calcium urate']",2,0.9992765033196922,0.000710161796732,6.95724042081628e-06,1.552370169287866e-06,5.710850703688374e-07,5.039808057128048e-07,,9.415601028963816e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 64-year-old female presents to the office with the complaint of difficulty swallowing saliva for about 6Â months. She has slurred speech. Examination of the tongue reveals wasting and fasciculation. Decreased deep tendon reflexes and fasciculation are noted in the left lower extremity. The deep tendon reflexes of the left upper extremity are hyperactive. The most likely diagnosis is,professional_medicine,"['amyotrophic lateral sclerosis' 'Friedreich ataxia' 'Pick disease'
 'progressive multifocal leukoencephalopathy']",0,6.961713808929229e-06,3.288480753093419e-06,6.605090158744986e-05,,0.999919607696462,,,,,,,,,4.450474741380473e-07,,4.7375057017534076e-07,,,,,,,,,,,,3.6895731503307996e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2378392369281585e-07
"Four days after undergoing open reduction and internal fixation of a fracture of the right femur sustained in a motor vehicle collision, a 47-year-old man continues to have agitation and confusion despite treatment with haloperidol. He has mild hypertension. Other medications include acetaminophen, atenolol, and prophylactic subcutaneous heparin. His temperature is 37.2Â°C (99Â°F), pulse is 98/min, respirations are 24/min, and blood pressure is 168/98 mm Hg. During the examination, he is uncooperative and refuses to answer questions. Neurologic examination shows tremulousness and no focal findings. He is oriented to person but not to place or time. A CT scan of the head shows no abnormalities. Which of the following is the most likely cause of these findings?",professional_medicine,['Adverse effect of medication' 'Alcohol withdrawal' 'Fat emboli' 'Sepsis'],1,1.473773742262299e-05,4.78464281753404e-06,5.143975802197399e-05,,0.9999171438614984,,,,,,,,,5.368220463778157e-07,,1.3708231184861576e-06,,,,,,,,,,,,8.314462504047387e-07,,1.9945358683575087e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 57-year-old woman comes to the physician because of an 8-week history of difficulty sleeping, fatigue, and muscle tension. During this period, she also has had memory lapses, difficulty concentrating, and has been reprimanded at work for arriving late. Over the past 2 weeks, she has had three episodes of palpitations and shortness of breath that have awakened her from sleep. Her pulse is 80/min, and blood pressure is 110/90 mm Hg. Physical examination shows no abnormalities. Mental status examination shows a depressed mood and constricted affect. She says that she is no longer interested in activities that she used to enjoy. She has suicidal ideation without a plan. Her hemoglobin concentration is 11 g/dL, and serum ferritin concentration is 140 ng/mL. Which of the following is the most appropriate initial step in treatment?",professional_medicine,"['Donepezil therapy' 'Ferrous sulfate therapy'
 'Ginkgo biloba extract therapy' 'Paroxetine therapy']",3,3.534310553785724e-05,0.9996021203085608,0.0002611521895296,,6.828902318964034e-05,,7.886112798804943e-06,,1.0125969272532047e-05,,,,,,,,,,1.287372525110633e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 40-year-old man with paranoid schizophrenia is transferred to the emergency department from the residential facility where he lives 2 hours after having swallowed a nail. The patient says he does not have any symptoms. Medical history is otherwise unremarkable. His only current medication is haloperidol. The patient is not in acute distress. Vital signs are normal. Physical examination shows no abnormalities. Mental status examination discloses a flat affect, distractibility, and derailment of thoughts. X-ray of the abdomen is obtained and shows a 4-cm nail in the left upper quadrant. No free air is visible. After admitting the patient to the hospital, which of the following is the most appropriate management?",professional_medicine,"['Administration of ipecac to induce vomiting and expectoration of the nail'
 'Observation to allow passage of the nail via normal peristalsis'
 'Open laparotomy and removal of the nail through a gastrotomy incision'
 'Removal of the nail through endoscopic esophagogastroscopy']",3,4.539438811711334e-05,4.006040690807549e-05,0.9998859948437948,,1.4737400106443395e-05,,5.042861004486397e-07,,,,4.494653088065768e-06,,,,,,,,,,,,,6.89277375299781e-07,,,,,,,,,,,,,,3.927384099214258e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A 52-year-old man is brought to the emergency department 30 minutes after he had an episode of chest pain radiating to his jaw while shoveling snow. His pulse is 80/min, and blood pressure is 130/70 mm Hg. The lungs are clear to auscultation. Cardiac examination shows an S4. While undergoing an ECG, the patient says that he feels the chest pain returning. The most appropriate immediate treatment is a drug with which of the following mechanisms of action?",professional_medicine,"['Increases cAMP concentration' 'Increases nitric oxide concentration'
 'Inhibits potassium flux' 'Inhibits sodium flux']",1,0.0001397990921498,4.538612020089134e-05,0.999702181439697,,9.714979645954666e-05,,7.335983082449531e-07,,,,4.221566787739684e-06,,,,,,,,,,,,,5.367119876808237e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
